
Predictions were generated on 06-Oct-2025 at 18:07:26 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 32-bit application using single precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); InflowWind (v3.03.00, 26-Jul-2016); AeroDyn14 (v14.05.01a-bjj, 25-Jul-2016); ServoDyn (v1.06.00a-bjj, 26-Jul-2016)

Description from the FAST input file: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time      	Wind1VelX 	BldPitch1 	RotSpeed  	TTDspFA   	TwrBsMyt  	LSShftTq  	RootMyc1  	GenPwr    	GenTq     
(s)       	(m/s)     	(deg)     	(rpm)     	(m)       	(kN·m)    	(kN·m)    	(kN·m)    	(kW)      	(kN·m)    
    0.0000	 2.000E+01	 1.200E+01	 1.210E+01	 0.000E+00	-1.420E+03	 0.000E+00	 1.017E+03	 5.000E+03	 4.309E+01
    0.0125	 2.000E+01	 1.200E+01	 1.212E+01	 0.000E+00	 7.011E+04	 5.011E+03	 1.088E+04	 5.000E+03	 4.302E+01
    0.0250	 2.000E+01	 1.215E+01	 1.213E+01	 0.000E+00	 5.206E+04	 4.504E+03	 7.931E+03	 5.000E+03	 4.298E+01
    0.0375	 2.000E+01	 1.216E+01	 1.214E+01	 0.000E+00	 5.980E+04	 4.721E+03	 9.189E+03	 5.000E+03	 4.294E+01
    0.0500	 2.000E+01	 1.222E+01	 1.216E+01	 0.000E+00	 6.014E+04	 4.728E+03	 9.251E+03	 5.000E+03	 4.289E+01
    0.0625	 2.000E+01	 1.227E+01	 1.217E+01	 0.000E+00	 5.964E+04	 4.713E+03	 9.170E+03	 5.000E+03	 4.284E+01
    0.0750	 2.000E+01	 1.232E+01	 1.218E+01	 0.000E+00	 5.932E+04	 4.703E+03	 9.121E+03	 5.000E+03	 4.280E+01
    0.0875	 2.000E+01	 1.237E+01	 1.220E+01	 0.000E+00	 5.904E+04	 4.693E+03	 9.076E+03	 5.000E+03	 4.275E+01
    0.1000	 2.000E+01	 1.242E+01	 1.221E+01	 0.000E+00	 5.873E+04	 4.683E+03	 9.028E+03	 5.000E+03	 4.271E+01
    0.1125	 2.000E+01	 1.246E+01	 1.222E+01	 0.000E+00	 5.843E+04	 4.674E+03	 8.980E+03	 5.000E+03	 4.266E+01
    0.1250	 2.000E+01	 1.251E+01	 1.224E+01	 0.000E+00	 5.813E+04	 4.664E+03	 8.931E+03	 5.000E+03	 4.262E+01
    0.1375	 2.000E+01	 1.256E+01	 1.225E+01	 0.000E+00	 5.782E+04	 4.655E+03	 8.882E+03	 5.000E+03	 4.257E+01
    0.1500	 2.000E+01	 1.261E+01	 1.226E+01	 0.000E+00	 5.751E+04	 4.645E+03	 8.831E+03	 5.000E+03	 4.253E+01
    0.1625	 2.000E+01	 1.265E+01	 1.227E+01	 0.000E+00	 5.720E+04	 4.635E+03	 8.782E+03	 5.000E+03	 4.249E+01
    0.1750	 2.000E+01	 1.270E+01	 1.228E+01	 0.000E+00	 5.690E+04	 4.626E+03	 8.733E+03	 5.000E+03	 4.245E+01
    0.1875	 2.000E+01	 1.275E+01	 1.230E+01	 0.000E+00	 5.659E+04	 4.617E+03	 8.684E+03	 5.000E+03	 4.240E+01
    0.2000	 2.000E+01	 1.279E+01	 1.231E+01	 0.000E+00	 5.630E+04	 4.608E+03	 8.636E+03	 5.000E+03	 4.236E+01
    0.2125	 2.000E+01	 1.284E+01	 1.232E+01	 0.000E+00	 5.600E+04	 4.598E+03	 8.587E+03	 5.000E+03	 4.232E+01
    0.2250	 2.000E+01	 1.288E+01	 1.233E+01	 0.000E+00	 5.570E+04	 4.589E+03	 8.538E+03	 5.000E+03	 4.228E+01
    0.2375	 2.000E+01	 1.293E+01	 1.234E+01	 0.000E+00	 5.540E+04	 4.580E+03	 8.490E+03	 5.000E+03	 4.224E+01
    0.2500	 2.000E+01	 1.297E+01	 1.236E+01	 0.000E+00	 5.511E+04	 4.571E+03	 8.441E+03	 5.000E+03	 4.220E+01
    0.2625	 2.000E+01	 1.301E+01	 1.237E+01	 0.000E+00	 5.481E+04	 4.562E+03	 8.392E+03	 5.000E+03	 4.217E+01
    0.2750	 2.000E+01	 1.306E+01	 1.238E+01	 0.000E+00	 5.451E+04	 4.554E+03	 8.344E+03	 5.000E+03	 4.213E+01
    0.2875	 2.000E+01	 1.310E+01	 1.239E+01	 0.000E+00	 5.422E+04	 4.545E+03	 8.296E+03	 5.000E+03	 4.209E+01
    0.3000	 2.000E+01	 1.314E+01	 1.240E+01	 0.000E+00	 5.393E+04	 4.536E+03	 8.248E+03	 5.000E+03	 4.205E+01
    0.3125	 2.000E+01	 1.318E+01	 1.241E+01	 0.000E+00	 5.364E+04	 4.527E+03	 8.200E+03	 5.000E+03	 4.202E+01
    0.3250	 2.000E+01	 1.322E+01	 1.242E+01	 0.000E+00	 5.334E+04	 4.519E+03	 8.152E+03	 5.000E+03	 4.198E+01
    0.3375	 2.000E+01	 1.326E+01	 1.243E+01	 0.000E+00	 5.306E+04	 4.510E+03	 8.105E+03	 5.000E+03	 4.194E+01
    0.3500	 2.000E+01	 1.331E+01	 1.244E+01	 0.000E+00	 5.277E+04	 4.502E+03	 8.057E+03	 5.000E+03	 4.191E+01
    0.3625	 2.000E+01	 1.335E+01	 1.245E+01	 0.000E+00	 5.248E+04	 4.494E+03	 8.010E+03	 5.000E+03	 4.187E+01
    0.3750	 2.000E+01	 1.339E+01	 1.246E+01	 0.000E+00	 5.220E+04	 4.485E+03	 7.963E+03	 5.000E+03	 4.184E+01
    0.3875	 2.000E+01	 1.343E+01	 1.247E+01	 0.000E+00	 5.191E+04	 4.477E+03	 7.916E+03	 5.000E+03	 4.181E+01
    0.4000	 2.000E+01	 1.347E+01	 1.248E+01	 0.000E+00	 5.162E+04	 4.469E+03	 7.869E+03	 5.000E+03	 4.177E+01
    0.4125	 2.000E+01	 1.350E+01	 1.249E+01	 0.000E+00	 5.134E+04	 4.461E+03	 7.822E+03	 5.000E+03	 4.174E+01
    0.4250	 2.000E+01	 1.354E+01	 1.250E+01	 0.000E+00	 5.106E+04	 4.453E+03	 7.776E+03	 5.000E+03	 4.171E+01
    0.4375	 2.000E+01	 1.358E+01	 1.251E+01	 0.000E+00	 5.078E+04	 4.445E+03	 7.730E+03	 5.000E+03	 4.168E+01
    0.4500	 2.000E+01	 1.362E+01	 1.252E+01	 0.000E+00	 5.050E+04	 4.437E+03	 7.684E+03	 5.000E+03	 4.164E+01
    0.4625	 2.000E+01	 1.366E+01	 1.253E+01	 0.000E+00	 5.023E+04	 4.429E+03	 7.638E+03	 5.000E+03	 4.161E+01
    0.4750	 2.000E+01	 1.369E+01	 1.254E+01	 0.000E+00	 4.996E+04	 4.421E+03	 7.593E+03	 5.000E+03	 4.158E+01
    0.4875	 2.000E+01	 1.373E+01	 1.255E+01	 0.000E+00	 4.969E+04	 4.414E+03	 7.548E+03	 5.000E+03	 4.155E+01
    0.5000	 2.000E+01	 1.377E+01	 1.256E+01	 0.000E+00	 4.941E+04	 4.406E+03	 7.503E+03	 5.000E+03	 4.152E+01
    0.5125	 2.000E+01	 1.380E+01	 1.257E+01	 0.000E+00	 4.914E+04	 4.398E+03	 7.458E+03	 5.000E+03	 4.149E+01
    0.5250	 2.000E+01	 1.384E+01	 1.258E+01	 0.000E+00	 4.888E+04	 4.391E+03	 7.414E+03	 5.000E+03	 4.146E+01
    0.5375	 2.000E+01	 1.388E+01	 1.258E+01	 0.000E+00	 4.861E+04	 4.383E+03	 7.369E+03	 5.000E+03	 4.143E+01
    0.5500	 2.000E+01	 1.391E+01	 1.259E+01	 0.000E+00	 4.834E+04	 4.376E+03	 7.325E+03	 5.000E+03	 4.141E+01
    0.5625	 2.000E+01	 1.395E+01	 1.260E+01	 0.000E+00	 4.808E+04	 4.369E+03	 7.281E+03	 5.000E+03	 4.138E+01
    0.5750	 2.000E+01	 1.398E+01	 1.261E+01	 0.000E+00	 4.782E+04	 4.362E+03	 7.238E+03	 5.000E+03	 4.135E+01
    0.5875	 2.000E+01	 1.402E+01	 1.262E+01	 0.000E+00	 4.756E+04	 4.354E+03	 7.194E+03	 5.000E+03	 4.132E+01
    0.6000	 2.000E+01	 1.405E+01	 1.263E+01	 0.000E+00	 4.730E+04	 4.347E+03	 7.151E+03	 5.000E+03	 4.130E+01
    0.6125	 2.000E+01	 1.408E+01	 1.263E+01	 0.000E+00	 4.704E+04	 4.340E+03	 7.108E+03	 5.000E+03	 4.127E+01
    0.6250	 2.000E+01	 1.412E+01	 1.264E+01	 0.000E+00	 4.678E+04	 4.333E+03	 7.066E+03	 5.000E+03	 4.124E+01
    0.6375	 2.000E+01	 1.415E+01	 1.265E+01	 0.000E+00	 4.653E+04	 4.326E+03	 7.023E+03	 5.000E+03	 4.122E+01
    0.6500	 2.000E+01	 1.419E+01	 1.266E+01	 0.000E+00	 4.627E+04	 4.320E+03	 6.981E+03	 5.000E+03	 4.119E+01
    0.6625	 2.000E+01	 1.422E+01	 1.267E+01	 0.000E+00	 4.602E+04	 4.313E+03	 6.939E+03	 5.000E+03	 4.117E+01
    0.6750	 2.000E+01	 1.425E+01	 1.267E+01	 0.000E+00	 4.577E+04	 4.306E+03	 6.898E+03	 5.000E+03	 4.114E+01
    0.6875	 2.000E+01	 1.428E+01	 1.268E+01	 0.000E+00	 4.553E+04	 4.299E+03	 6.856E+03	 5.000E+03	 4.112E+01
    0.7000	 2.000E+01	 1.432E+01	 1.269E+01	 0.000E+00	 4.528E+04	 4.293E+03	 6.815E+03	 5.000E+03	 4.110E+01
    0.7125	 2.000E+01	 1.435E+01	 1.270E+01	 0.000E+00	 4.504E+04	 4.286E+03	 6.774E+03	 5.000E+03	 4.107E+01
    0.7250	 2.000E+01	 1.438E+01	 1.270E+01	 0.000E+00	 4.479E+04	 4.280E+03	 6.734E+03	 5.000E+03	 4.105E+01
    0.7375	 2.000E+01	 1.441E+01	 1.271E+01	 0.000E+00	 4.455E+04	 4.274E+03	 6.694E+03	 5.000E+03	 4.103E+01
    0.7500	 2.000E+01	 1.444E+01	 1.272E+01	 0.000E+00	 4.431E+04	 4.267E+03	 6.654E+03	 5.000E+03	 4.100E+01
    0.7625	 2.000E+01	 1.447E+01	 1.272E+01	 0.000E+00	 4.407E+04	 4.261E+03	 6.614E+03	 5.000E+03	 4.098E+01
    0.7750	 2.000E+01	 1.450E+01	 1.273E+01	 0.000E+00	 4.383E+04	 4.255E+03	 6.575E+03	 5.000E+03	 4.096E+01
    0.7875	 2.000E+01	 1.453E+01	 1.274E+01	 0.000E+00	 4.360E+04	 4.249E+03	 6.536E+03	 5.000E+03	 4.094E+01
    0.8000	 2.000E+01	 1.456E+01	 1.274E+01	 0.000E+00	 4.336E+04	 4.242E+03	 6.497E+03	 5.000E+03	 4.092E+01
    0.8125	 2.000E+01	 1.459E+01	 1.275E+01	 0.000E+00	 4.313E+04	 4.236E+03	 6.458E+03	 5.000E+03	 4.090E+01
    0.8250	 2.000E+01	 1.462E+01	 1.276E+01	 0.000E+00	 4.290E+04	 4.230E+03	 6.420E+03	 5.000E+03	 4.088E+01
    0.8375	 2.000E+01	 1.465E+01	 1.276E+01	 0.000E+00	 4.267E+04	 4.224E+03	 6.382E+03	 5.000E+03	 4.086E+01
    0.8500	 2.000E+01	 1.468E+01	 1.277E+01	 0.000E+00	 4.244E+04	 4.219E+03	 6.345E+03	 5.000E+03	 4.084E+01
    0.8625	 2.000E+01	 1.471E+01	 1.277E+01	 0.000E+00	 4.221E+04	 4.213E+03	 6.307E+03	 5.000E+03	 4.082E+01
    0.8750	 2.000E+01	 1.474E+01	 1.278E+01	 0.000E+00	 4.199E+04	 4.207E+03	 6.270E+03	 5.000E+03	 4.080E+01
    0.8875	 2.000E+01	 1.477E+01	 1.279E+01	 0.000E+00	 4.176E+04	 4.201E+03	 6.234E+03	 5.000E+03	 4.078E+01
    0.9000	 2.000E+01	 1.479E+01	 1.279E+01	 0.000E+00	 4.154E+04	 4.196E+03	 6.198E+03	 5.000E+03	 4.076E+01
    0.9125	 2.000E+01	 1.482E+01	 1.280E+01	 0.000E+00	 4.132E+04	 4.190E+03	 6.162E+03	 5.000E+03	 4.074E+01
    0.9250	 2.000E+01	 1.485E+01	 1.280E+01	 0.000E+00	 4.110E+04	 4.185E+03	 6.126E+03	 5.000E+03	 4.073E+01
    0.9375	 2.000E+01	 1.488E+01	 1.281E+01	 0.000E+00	 4.088E+04	 4.179E+03	 6.090E+03	 5.000E+03	 4.071E+01
    0.9500	 2.000E+01	 1.490E+01	 1.281E+01	 0.000E+00	 4.066E+04	 4.174E+03	 6.055E+03	 5.000E+03	 4.069E+01
    0.9625	 2.000E+01	 1.493E+01	 1.282E+01	 0.000E+00	 4.045E+04	 4.168E+03	 6.020E+03	 5.000E+03	 4.067E+01
    0.9750	 2.000E+01	 1.496E+01	 1.282E+01	 0.000E+00	 4.024E+04	 4.163E+03	 5.985E+03	 5.000E+03	 4.066E+01
    0.9875	 2.000E+01	 1.498E+01	 1.283E+01	 0.000E+00	 4.002E+04	 4.158E+03	 5.951E+03	 5.000E+03	 4.064E+01
    1.0000	 2.000E+01	 1.501E+01	 1.284E+01	 0.000E+00	 3.981E+04	 4.152E+03	 5.917E+03	 5.000E+03	 4.063E+01
    1.0125	 2.000E+01	 1.504E+01	 1.284E+01	 0.000E+00	 3.960E+04	 4.147E+03	 5.884E+03	 5.000E+03	 4.061E+01
    1.0250	 2.000E+01	 1.506E+01	 1.284E+01	 0.000E+00	 3.940E+04	 4.142E+03	 5.851E+03	 5.000E+03	 4.059E+01
    1.0375	 2.000E+01	 1.509E+01	 1.285E+01	 0.000E+00	 3.919E+04	 4.137E+03	 5.818E+03	 5.000E+03	 4.058E+01
    1.0500	 2.000E+01	 1.511E+01	 1.285E+01	 0.000E+00	 3.899E+04	 4.132E+03	 5.785E+03	 5.000E+03	 4.056E+01
    1.0625	 2.000E+01	 1.514E+01	 1.286E+01	 0.000E+00	 3.879E+04	 4.127E+03	 5.752E+03	 5.000E+03	 4.055E+01
    1.0750	 2.000E+01	 1.516E+01	 1.286E+01	 0.000E+00	 3.859E+04	 4.122E+03	 5.720E+03	 5.000E+03	 4.054E+01
    1.0875	 2.000E+01	 1.519E+01	 1.287E+01	 0.000E+00	 3.839E+04	 4.117E+03	 5.688E+03	 5.000E+03	 4.052E+01
    1.1000	 2.000E+01	 1.521E+01	 1.287E+01	 0.000E+00	 3.819E+04	 4.113E+03	 5.657E+03	 5.000E+03	 4.051E+01
    1.1125	 2.000E+01	 1.524E+01	 1.288E+01	 0.000E+00	 3.799E+04	 4.108E+03	 5.626E+03	 5.000E+03	 4.049E+01
    1.1250	 2.000E+01	 1.526E+01	 1.288E+01	 0.000E+00	 3.779E+04	 4.103E+03	 5.595E+03	 5.000E+03	 4.048E+01
    1.1375	 2.000E+01	 1.529E+01	 1.289E+01	 0.000E+00	 3.760E+04	 4.098E+03	 5.564E+03	 5.000E+03	 4.047E+01
    1.1500	 2.000E+01	 1.531E+01	 1.289E+01	 0.000E+00	 3.741E+04	 4.094E+03	 5.534E+03	 5.000E+03	 4.045E+01
    1.1625	 2.000E+01	 1.533E+01	 1.289E+01	 0.000E+00	 3.722E+04	 4.089E+03	 5.504E+03	 5.000E+03	 4.044E+01
    1.1750	 2.000E+01	 1.536E+01	 1.290E+01	 0.000E+00	 3.703E+04	 4.085E+03	 5.474E+03	 5.000E+03	 4.043E+01
    1.1875	 2.000E+01	 1.538E+01	 1.290E+01	 0.000E+00	 3.684E+04	 4.080E+03	 5.445E+03	 5.000E+03	 4.042E+01
    1.2000	 2.000E+01	 1.540E+01	 1.290E+01	 0.000E+00	 3.665E+04	 4.076E+03	 5.416E+03	 5.000E+03	 4.041E+01
    1.2125	 2.000E+01	 1.542E+01	 1.291E+01	 0.000E+00	 3.647E+04	 4.072E+03	 5.387E+03	 5.000E+03	 4.039E+01
    1.2250	 2.000E+01	 1.545E+01	 1.291E+01	 0.000E+00	 3.628E+04	 4.067E+03	 5.358E+03	 5.000E+03	 4.038E+01
    1.2375	 2.000E+01	 1.547E+01	 1.292E+01	 0.000E+00	 3.610E+04	 4.063E+03	 5.330E+03	 5.000E+03	 4.037E+01
    1.2500	 2.000E+01	 1.549E+01	 1.292E+01	 0.000E+00	 3.592E+04	 4.059E+03	 5.303E+03	 5.000E+03	 4.036E+01
    1.2625	 2.000E+01	 1.551E+01	 1.292E+01	 0.000E+00	 3.574E+04	 4.055E+03	 5.275E+03	 5.000E+03	 4.035E+01
    1.2750	 2.000E+01	 1.554E+01	 1.293E+01	 0.000E+00	 3.556E+04	 4.051E+03	 5.248E+03	 5.000E+03	 4.034E+01
    1.2875	 2.000E+01	 1.556E+01	 1.293E+01	 0.000E+00	 3.539E+04	 4.047E+03	 5.221E+03	 5.000E+03	 4.033E+01
    1.3000	 2.000E+01	 1.558E+01	 1.293E+01	 0.000E+00	 3.521E+04	 4.043E+03	 5.195E+03	 5.000E+03	 4.032E+01
    1.3125	 2.000E+01	 1.560E+01	 1.294E+01	 0.000E+00	 3.504E+04	 4.039E+03	 5.169E+03	 5.000E+03	 4.031E+01
    1.3250	 2.000E+01	 1.562E+01	 1.294E+01	 0.000E+00	 3.487E+04	 4.035E+03	 5.144E+03	 5.000E+03	 4.030E+01
    1.3375	 2.000E+01	 1.564E+01	 1.294E+01	 0.000E+00	 3.470E+04	 4.031E+03	 5.118E+03	 5.000E+03	 4.029E+01
    1.3500	 2.000E+01	 1.566E+01	 1.294E+01	 0.000E+00	 3.453E+04	 4.027E+03	 5.094E+03	 5.000E+03	 4.028E+01
    1.3625	 2.000E+01	 1.568E+01	 1.295E+01	 0.000E+00	 3.436E+04	 4.023E+03	 5.069E+03	 5.000E+03	 4.027E+01
    1.3750	 2.000E+01	 1.570E+01	 1.295E+01	 0.000E+00	 3.420E+04	 4.019E+03	 5.045E+03	 5.000E+03	 4.027E+01
    1.3875	 2.000E+01	 1.572E+01	 1.295E+01	 0.000E+00	 3.403E+04	 4.016E+03	 5.021E+03	 5.000E+03	 4.026E+01
    1.4000	 2.000E+01	 1.574E+01	 1.295E+01	 0.000E+00	 3.387E+04	 4.012E+03	 4.998E+03	 5.000E+03	 4.025E+01
    1.4125	 2.000E+01	 1.576E+01	 1.296E+01	 0.000E+00	 3.371E+04	 4.009E+03	 4.975E+03	 5.000E+03	 4.024E+01
    1.4250	 2.000E+01	 1.578E+01	 1.296E+01	 0.000E+00	 3.355E+04	 4.005E+03	 4.952E+03	 5.000E+03	 4.023E+01
    1.4375	 2.000E+01	 1.580E+01	 1.296E+01	 0.000E+00	 3.339E+04	 4.002E+03	 4.929E+03	 5.000E+03	 4.023E+01
    1.4500	 2.000E+01	 1.582E+01	 1.296E+01	 0.000E+00	 3.324E+04	 3.998E+03	 4.907E+03	 5.000E+03	 4.022E+01
    1.4625	 2.000E+01	 1.584E+01	 1.297E+01	 0.000E+00	 3.308E+04	 3.995E+03	 4.885E+03	 5.000E+03	 4.021E+01
    1.4750	 2.000E+01	 1.586E+01	 1.297E+01	 0.000E+00	 3.292E+04	 3.991E+03	 4.864E+03	 5.000E+03	 4.021E+01
    1.4875	 2.000E+01	 1.588E+01	 1.297E+01	 0.000E+00	 3.277E+04	 3.988E+03	 4.843E+03	 5.000E+03	 4.020E+01
    1.5000	 2.000E+01	 1.590E+01	 1.297E+01	 0.000E+00	 3.262E+04	 3.985E+03	 4.823E+03	 5.000E+03	 4.019E+01
    1.5125	 2.000E+01	 1.592E+01	 1.298E+01	 0.000E+00	 3.247E+04	 3.981E+03	 4.803E+03	 5.000E+03	 4.019E+01
    1.5250	 2.000E+01	 1.594E+01	 1.298E+01	 0.000E+00	 3.232E+04	 3.978E+03	 4.783E+03	 5.000E+03	 4.018E+01
    1.5375	 2.000E+01	 1.595E+01	 1.298E+01	 0.000E+00	 3.217E+04	 3.975E+03	 4.764E+03	 5.000E+03	 4.017E+01
    1.5500	 2.000E+01	 1.597E+01	 1.298E+01	 0.000E+00	 3.203E+04	 3.972E+03	 4.744E+03	 5.000E+03	 4.017E+01
    1.5625	 2.000E+01	 1.599E+01	 1.298E+01	 0.000E+00	 3.188E+04	 3.969E+03	 4.726E+03	 5.000E+03	 4.016E+01
    1.5750	 2.000E+01	 1.601E+01	 1.298E+01	 0.000E+00	 3.174E+04	 3.966E+03	 4.707E+03	 5.000E+03	 4.016E+01
    1.5875	 2.000E+01	 1.603E+01	 1.299E+01	 0.000E+00	 3.160E+04	 3.963E+03	 4.689E+03	 5.000E+03	 4.015E+01
    1.6000	 2.000E+01	 1.604E+01	 1.299E+01	 0.000E+00	 3.146E+04	 3.960E+03	 4.672E+03	 5.000E+03	 4.015E+01
    1.6125	 2.000E+01	 1.606E+01	 1.299E+01	 0.000E+00	 3.132E+04	 3.957E+03	 4.654E+03	 5.000E+03	 4.014E+01
    1.6250	 2.000E+01	 1.608E+01	 1.299E+01	 0.000E+00	 3.118E+04	 3.954E+03	 4.637E+03	 5.000E+03	 4.014E+01
    1.6375	 2.000E+01	 1.609E+01	 1.299E+01	 0.000E+00	 3.105E+04	 3.951E+03	 4.620E+03	 5.000E+03	 4.013E+01
    1.6500	 2.000E+01	 1.611E+01	 1.299E+01	 0.000E+00	 3.091E+04	 3.949E+03	 4.604E+03	 5.000E+03	 4.013E+01
    1.6625	 2.000E+01	 1.613E+01	 1.299E+01	 0.000E+00	 3.078E+04	 3.946E+03	 4.588E+03	 5.000E+03	 4.013E+01
    1.6750	 2.000E+01	 1.614E+01	 1.300E+01	 0.000E+00	 3.065E+04	 3.943E+03	 4.572E+03	 5.000E+03	 4.012E+01
    1.6875	 2.000E+01	 1.616E+01	 1.300E+01	 0.000E+00	 3.052E+04	 3.941E+03	 4.557E+03	 5.000E+03	 4.012E+01
    1.7000	 2.000E+01	 1.618E+01	 1.300E+01	 0.000E+00	 3.039E+04	 3.938E+03	 4.542E+03	 5.000E+03	 4.012E+01
    1.7125	 2.000E+01	 1.619E+01	 1.300E+01	 0.000E+00	 3.026E+04	 3.935E+03	 4.527E+03	 5.000E+03	 4.011E+01
    1.7250	 2.000E+01	 1.621E+01	 1.300E+01	 0.000E+00	 3.013E+04	 3.933E+03	 4.513E+03	 5.000E+03	 4.011E+01
    1.7375	 2.000E+01	 1.623E+01	 1.300E+01	 0.000E+00	 3.001E+04	 3.930E+03	 4.499E+03	 5.000E+03	 4.011E+01
    1.7500	 2.000E+01	 1.624E+01	 1.300E+01	 0.000E+00	 2.988E+04	 3.928E+03	 4.485E+03	 5.000E+03	 4.010E+01
    1.7625	 2.000E+01	 1.626E+01	 1.300E+01	 0.000E+00	 2.976E+04	 3.926E+03	 4.472E+03	 5.000E+03	 4.010E+01
    1.7750	 2.000E+01	 1.627E+01	 1.300E+01	 0.000E+00	 2.964E+04	 3.923E+03	 4.459E+03	 5.000E+03	 4.010E+01
    1.7875	 2.000E+01	 1.629E+01	 1.300E+01	 0.000E+00	 2.952E+04	 3.921E+03	 4.446E+03	 5.000E+03	 4.009E+01
    1.8000	 2.000E+01	 1.630E+01	 1.301E+01	 0.000E+00	 2.940E+04	 3.919E+03	 4.434E+03	 5.000E+03	 4.009E+01
    1.8125	 2.000E+01	 1.632E+01	 1.301E+01	 0.000E+00	 2.928E+04	 3.916E+03	 4.421E+03	 5.000E+03	 4.009E+01
    1.8250	 2.000E+01	 1.633E+01	 1.301E+01	 0.000E+00	 2.916E+04	 3.914E+03	 4.409E+03	 5.000E+03	 4.009E+01
    1.8375	 2.000E+01	 1.635E+01	 1.301E+01	 0.000E+00	 2.905E+04	 3.912E+03	 4.398E+03	 5.000E+03	 4.009E+01
    1.8500	 2.000E+01	 1.636E+01	 1.301E+01	 0.000E+00	 2.893E+04	 3.910E+03	 4.386E+03	 5.000E+03	 4.009E+01
    1.8625	 2.000E+01	 1.638E+01	 1.301E+01	 0.000E+00	 2.882E+04	 3.908E+03	 4.375E+03	 5.000E+03	 4.008E+01
    1.8750	 2.000E+01	 1.639E+01	 1.301E+01	 0.000E+00	 2.871E+04	 3.906E+03	 4.365E+03	 5.000E+03	 4.008E+01
    1.8875	 2.000E+01	 1.641E+01	 1.301E+01	 0.000E+00	 2.861E+04	 3.904E+03	 4.354E+03	 5.000E+03	 4.008E+01
    1.9000	 2.000E+01	 1.642E+01	 1.301E+01	 0.000E+00	 2.850E+04	 3.902E+03	 4.344E+03	 5.000E+03	 4.008E+01
    1.9125	 2.000E+01	 1.643E+01	 1.301E+01	 0.000E+00	 2.839E+04	 3.900E+03	 4.334E+03	 5.000E+03	 4.008E+01
    1.9250	 2.000E+01	 1.645E+01	 1.301E+01	 0.000E+00	 2.829E+04	 3.898E+03	 4.324E+03	 5.000E+03	 4.008E+01
    1.9375	 2.000E+01	 1.646E+01	 1.301E+01	 0.000E+00	 2.818E+04	 3.896E+03	 4.315E+03	 5.000E+03	 4.008E+01
    1.9500	 2.000E+01	 1.647E+01	 1.301E+01	 0.000E+00	 2.808E+04	 3.894E+03	 4.306E+03	 5.000E+03	 4.008E+01
    1.9625	 2.000E+01	 1.649E+01	 1.301E+01	 0.000E+00	 2.798E+04	 3.892E+03	 4.297E+03	 5.000E+03	 4.008E+01
    1.9750	 2.000E+01	 1.650E+01	 1.301E+01	 0.000E+00	 2.788E+04	 3.890E+03	 4.288E+03	 5.000E+03	 4.008E+01
    1.9875	 2.000E+01	 1.651E+01	 1.301E+01	 0.000E+00	 2.778E+04	 3.889E+03	 4.280E+03	 5.000E+03	 4.008E+01
    2.0000	 2.000E+01	 1.653E+01	 1.301E+01	 0.000E+00	 2.768E+04	 3.887E+03	 4.271E+03	 5.000E+03	 4.008E+01
    2.0125	 2.000E+01	 1.654E+01	 1.301E+01	 0.000E+00	 2.758E+04	 3.885E+03	 4.263E+03	 5.000E+03	 4.008E+01
    2.0250	 2.000E+01	 1.655E+01	 1.301E+01	 0.000E+00	 2.749E+04	 3.884E+03	 4.256E+03	 5.000E+03	 4.008E+01
    2.0375	 2.000E+01	 1.657E+01	 1.301E+01	 0.000E+00	 2.739E+04	 3.882E+03	 4.248E+03	 5.000E+03	 4.008E+01
    2.0500	 2.000E+01	 1.658E+01	 1.301E+01	 0.000E+00	 2.730E+04	 3.880E+03	 4.241E+03	 5.000E+03	 4.008E+01
    2.0625	 2.000E+01	 1.659E+01	 1.301E+01	 0.000E+00	 2.721E+04	 3.879E+03	 4.233E+03	 5.000E+03	 4.008E+01
    2.0750	 2.000E+01	 1.660E+01	 1.301E+01	 0.000E+00	 2.712E+04	 3.877E+03	 4.226E+03	 5.000E+03	 4.008E+01
    2.0875	 2.000E+01	 1.662E+01	 1.301E+01	 0.000E+00	 2.703E+04	 3.876E+03	 4.220E+03	 5.000E+03	 4.008E+01
    2.1000	 2.000E+01	 1.663E+01	 1.301E+01	 0.000E+00	 2.694E+04	 3.874E+03	 4.213E+03	 5.000E+03	 4.008E+01
    2.1125	 2.000E+01	 1.664E+01	 1.301E+01	 0.000E+00	 2.685E+04	 3.873E+03	 4.207E+03	 5.000E+03	 4.008E+01
    2.1250	 2.000E+01	 1.665E+01	 1.301E+01	 0.000E+00	 2.676E+04	 3.871E+03	 4.201E+03	 5.000E+03	 4.008E+01
    2.1375	 2.000E+01	 1.667E+01	 1.301E+01	 0.000E+00	 2.668E+04	 3.870E+03	 4.195E+03	 5.000E+03	 4.008E+01
    2.1500	 2.000E+01	 1.668E+01	 1.301E+01	 0.000E+00	 2.659E+04	 3.869E+03	 4.189E+03	 5.000E+03	 4.009E+01
    2.1625	 2.000E+01	 1.669E+01	 1.301E+01	 0.000E+00	 2.651E+04	 3.867E+03	 4.183E+03	 5.000E+03	 4.009E+01
